	token	gold	model
5319	Het	['']	[]
5320	Rekenkamerrapport	['']	[]
5321	heet	['']	[]
5322	niet	['']	[]
5323	voor	['']	[]
5324	niets	['']	[]
5325	Onbegonnen	['']	[]
5326	werk	['']	[]
5327	.	['']	[]
5328	Er	['']	[]
5329	valt	['']	[]
5330	inderdaad	['']	[]
5331	iets	['']	[]
5332	te	['']	[]
5333	repareren	['']	[]
5334	.	['']	[]
5335	Mevrouw	['B_PER_8']	['B_PER_140']
5336	Chirino	['I_PER_8']	['I_PER_140']
5337	(	['']	[]
5338	ChristenUnie	['']	[]
5339	)	['']	[]
5340	merkt	['']	[]
5341	op	['']	[]
5342	dat	['']	[]
5343	er	['']	[]
5344	ongelofelijk	['']	[]
5345	veel	['']	[]
5346	werk	['']	[]
5347	te	['']	[]
5348	verzetten	['']	[]
5349	is	['']	[]
5350	ten	['']	[]
5351	behoeve	['']	[]
5352	van	['']	[]
5353	het	['']	[]
5354	verduurzamen	['']	[]
5355	van	['']	[]
5356	het	['']	[]
5357	vastgoed	['']	[]
5358	.	['']	[]
5359	Er	['']	[]
5360	ligt	['']	[]
5361	ook	['']	[]
5362	een	['']	[]
5363	opgave	['']	[]
5364	om	['']	[]
5365	de	['']	[]
5366	organisatie	['']	[]
5367	op	['']	[]
5368	de	['']	[]
5369	rit	['']	[]
5370	te	['']	[]
5371	Raadsvergadering	['']	[]
5372	van	['']	[]
5373	15	['']	[]
5374	september	['']	[]
5375	2022	['']	[]
5376	11	['']	[]
5377	krijgen	['']	[]
5378	.	['']	[]
5379	De	['']	[]
5380	wethouder	['']	[]
5381	heeft	['']	[]
5382	in	['']	[]
5383	de	['']	[]
5384	commissie	['']	[]
5385	aangegeven	['']	[]
5386	hier	['']	[]
5387	graag	['']	[]
5388	de	['']	[]
5389	tanden	['']	[]
5390	in	['']	[]
5391	te	['']	[]
5392	zetten	['']	[]
5393	.	['']	[]
5394	Daar	['']	[]
5395	zal	['']	[]
5396	haar	['']	[]
5397	fractie	['']	[]
5398	scherp	['']	[]
5399	op	['']	[]
5400	blijven	['']	[]
5401	.	['']	[]
5402	Haar	['']	[]
5403	oproep	['']	[]
5404	aan	['']	[]
5405	college	['']	[]
5406	en	['']	[]
5407	raad	['']	[]
5408	is	['']	[]
5409	om	['']	[]
5410	eerlijk	['']	[]
5411	en	['']	[]
5412	scherp	['']	[]
5413	te	['']	[]
5414	zijn	['']	[]
5415	bij	['']	[]
5416	het	['']	[]
5417	stellen	['']	[]
5418	en	['']	[]
5419	het	['']	[]
5420	waarmaken	['']	[]
5421	van	['']	[]
5422	de	['']	[]
5423	ambities	['']	[]
5424	.	['']	[]
5425	De	['B_PER_53']	[]
5426	heer	['I_PER_53']	['B_PER_141']
5427	De	['I_PER_53']	['I_PER_141']
5428	Vries	['I_PER_53']	['I_PER_141']
5429	(	['']	[]
5430	wethouder	['']	[]
5431	)	['']	[]
5432	begint	['']	[]
5433	met	['']	[]
5434	een	['']	[]
5435	reactie	['']	[]
5436	op	['']	[]
5437	motie	['']	[]
5438	229	['']	[]
5439	(	['']	[]
5440	Versneld	['']	[]
5441	verduurzamen	['']	[]
5442	)	['']	[]
5443	.	['']	[]
5444	Hij	['B_PER_53']	[]
5445	kan	['']	[]
5446	toezeggen	['']	[]
5447	dat	['']	[]
5448	het	['']	[]
5449	college	['']	[]
5450	het	['']	[]
5451	gevraagde	['']	[]
5452	in	['']	[]
5453	de	['']	[]
5454	eerste	['']	[]
5455	vier	['']	[]
5456	punten	['']	[]
5457	zal	['']	[]
5458	gaan	['']	[]
5459	doen	['']	[]
5460	.	['']	[]
5461	Hij	['B_PER_53']	[]
5462	vindt	['']	[]
5463	het	['']	[]
5464	belangrijk	['']	[]
5465	om	['']	[]
5466	ook	['']	[]
5467	te	['']	[]
5468	benoemen	['']	[]
5469	dat	['']	[]
5470	de	['']	[]
5471	gemeente	['']	[]
5472	het	['']	[]
5473	goede	['']	[]
5474	voorbeeld	['']	[]
5475	geeft	['']	[]
5476	bij	['']	[]
5477	het	['']	[]
5478	verduurzamen	['']	[]
5479	van	['']	[]
5480	haar	['']	[]
5481	vastgoed	['']	[]
5482	,	['']	[]
5483	juist	['']	[]
5484	ook	['']	[]
5485	gelet	['']	[]
5486	op	['']	[]
5487	de	['']	[]
5488	tijd	['']	[]
5489	die	['']	[]
5490	eraan	['']	[]
5491	komt	['']	[]
5492	.	['']	[]
5493	Er	['']	[]
5494	kan	['']	[]
5495	actief	['']	[]
5496	gestuurd	['']	[]
5497	worden	['']	[]
5498	op	['']	[]
5499	het	['']	[]
5500	installeren	['']	[]
5501	van	['']	[]
5502	LED-verlichting	['']	[]
5503	of	['']	[]
5504	het	['']	[]
5505	verlagen	['']	[]
5506	van	['']	[]
5507	de	['']	[]
5508	temperatuur	['']	[]
5509	.	['']	[]
5510	Daarover	['']	[]
5511	kan	['']	[]
5512	het	['']	[]
5513	gesprek	['']	[]
5514	met	['']	[]
5515	de	['']	[]
5516	huurders	['']	[]
5517	worden	['']	[]
5518	aangegaan	['']	[]
5519	.	['']	[]
5520	Bij	['']	[]
5521	de	['']	[]
5522	panden	['']	[]
5523	die	['']	[]
5524	de	['']	[]
5525	gemeente	['']	[]
5526	in	['']	[]
5527	bezit	['']	[]
5528	heeft	['']	[]
5529	,	['']	[]
5530	is	['']	[]
5531	dat	['']	[]
5532	makkelijker	['']	[]
5533	te	['']	[]
5534	bereiken	['']	[]
5535	.	['']	[]
5536	Huurders	['']	[]
5537	zullen	['']	[]
5538	actief	['']	[]
5539	worden	['']	[]
5540	meegenomen	['']	[]
5541	en	['']	[]
5542	geïnformeerd	['']	[]
5543	.	['']	[]
5544	Daarnaast	['']	[]
5545	wordt	['']	[]
5546	er	['']	[]
5547	nagedacht	['']	[]
5548	over	['']	[]
5549	hoe	['']	[]
5550	de	['']	[]
5551	hogere	['']	[]
5552	kosten	['']	[]
5553	eventueel	['']	[]
5554	gecompenseerd	['']	[]
5555	kunnen	['']	[]
5556	worden	['']	[]
5557	.	['']	[]
5558	Het	['']	[]
5559	gevraagde	['']	[]
5560	in	['']	[]
5561	het	['']	[]
5562	vijfde	['']	[]
5563	punt	['']	[]
5564	is	['']	[]
5565	meer	['']	[]
5566	organisatorisch	['']	[]
5567	van	['']	[]
5568	aard	['']	[]
5569	.	['']	[]
5570	Qua	['']	[]
5571	bemensing	['']	[]
5572	en	['']	[]
5573	ook	['']	[]
5574	financieel	['']	[]
5575	is	['']	[]
5576	dit	['']	[]
5577	een	['']	[]
5578	lastig	['']	[]
5579	punt	['']	[]
5580	.	['']	[]
5581	De	['B_PER_18']	[]
5582	heer	['I_PER_18']	['B_PER_142']
5583	Te	['I_PER_18']	['I_PER_142']
5584	Hoonte	['I_PER_18']	['I_PER_142']
5585	(	['']	[]
5586	VVD	['']	[]
5587	)	['']	[]
5588	deelt	['']	[]
5589	mee	['']	[]
5590	dat	['']	[]
5591	motie	['']	[]
5592	229	['']	[]
5593	kan	['']	[]
5594	worden	['']	[]
5595	ingetrokken	['']	[]
5596	na	['']	[]
5597	de	['']	[]
5598	toezegging	['']	[]
5599	van	['']	[]
5600	de	['']	[]
5601	wethouder	['']	[]
5602	.	['']	[]
5603	De	['B_PER_53']	[]
5604	heer	['I_PER_53']	['B_PER_143']
5605	De	['I_PER_53']	['I_PER_143']
5606	Vries	['I_PER_53']	['I_PER_143']
5607	(	['']	[]
5608	wethouder	['']	[]
5609	)	['']	[]
5610	stelt	['']	[]
5611	voor	['']	[]
5612	dat	['']	[]
5613	het	['']	[]
5614	plan	['']	[]
5615	van	['']	[]
5616	aanpak	['']	[]
5617	nog	['']	[]
5618	even	['']	[]
5619	wordt	['']	[]
5620	afgewacht	['']	[]
5621	.	['']	[]
5622	Hij	['B_PER_53']	[]
5623	hoopt	['']	[]
5624	dat	['']	[]
5625	het	['']	[]
5626	rapport	['']	[]
5627	vandaag	['']	[]
5628	vastgesteld	['']	[]
5629	kan	['']	[]
5630	worden	['']	[]
5631	.	['']	[]
5632	Na	['']	[]
5633	zes	['']	[]
5634	weken	['']	[]
5635	volgt	['']	[]
5636	er	['']	[]
5637	dan	['']	[]
5638	een	['']	[]
5639	plan	['']	[]
5640	van	['']	[]
5641	aanpak	['']	[]
5642	.	['']	[]
5643	Daarin	['']	[]
5644	zal	['']	[]
5645	de	['']	[]
5646	raad	['']	[]
5647	worden	['']	[]
5648	meegenomen	['']	[]
5649	in	['']	[]
5650	een	['']	[]
5651	aantal	['']	[]
5652	ontwikkelingen	['']	[]
5653	en	['']	[]
5654	de	['']	[]
5655	wijze	['']	[]
5656	waarop	['']	[]
5657	het	['']	[]
5658	college	['']	[]
5659	daarnaar	['']	[]
5660	kijkt	['']	[]
5661	.	['']	[]
5662	Moeten	['']	[]
5663	zaken	['']	[]
5664	worden	['']	[]
5665	aangepakt	['']	[]
5666	op	['']	[]
5667	natuurlijke	['']	[]
5668	momenten	['']	[]
5669	of	['']	[]
5670	op	['']	[]
5671	andere	['']	[]
5672	momenten	['']	[]
5673	?	['']	[]
5674	Wordt	['']	[]
5675	er	['']	[]
5676	gekozen	['']	[]
5677	voor	['']	[]
5678	energieneutraal	['']	[]
5679	of	['']	[]
5680	bijna	['']	[]
5681	energieneutraal	['']	[]
5682	?	['']	[]
5683	Ook	['']	[]
5684	wordt	['']	[]
5685	bekeken	['']	[]
5686	of	['']	[]
5687	er	['']	[]
5688	een	['']	[]
5689	methodiek	['']	[]
5690	kan	['']	[]
5691	worden	['']	[]
5692	ontwikkeld	['']	[]
5693	die	['']	[]
5694	gericht	['']	[]
5695	is	['']	[]
5696	op	['']	[]
5697	CO2-besparing	['']	[]
5698	.	['']	[]
5699	De	['']	[]
5700	keuzes	['']	[]
5701	die	['']	[]
5702	gemaakt	['']	[]
5703	worden	['']	[]
5704	,	['']	[]
5705	hebben	['']	[]
5706	uiteraard	['']	[]
5707	financiële	['']	[]
5708	consequenties	['']	[]
5709	.	['']	[]
5710	Op	['']	[]
5711	grond	['']	[]
5712	van	['']	[]
5713	het	['']	[]
5714	voorgaande	['']	[]
5715	wil	['']	[]
5716	hij	['B_PER_53']	[]
5717	motie	['']	[]
5718	230	['']	[]
5719	(	['']	[]
5720	Verduurzaam	['']	[]
5721	gemeentelijk	['']	[]
5722	vastgoed	['']	[]
5723	)	['']	[]
5724	afwijzen	['']	[]
5725	.	['']	[]
5726	Zijn	['B_PER_53']	[]
5727	voorstoel	['']	[]
5728	is	['']	[]
5729	om	['']	[]
5730	te	['']	[]
5731	wachten	['']	[]
5732	op	['']	[]
5733	het	['']	[]
5734	plan	['']	[]
5735	van	['']	[]
5736	aanpak	['']	[]
5737	dat	['']	[]
5738	over	['']	[]
5739	zes	['']	[]
5740	weken	['']	[]
5741	zal	['']	[]
5742	verschijnen	['']	[]
5743	.	['']	[]
5744	De	['B_PER_17']	[]
5745	heer	['I_PER_17']	['B_PER_144']
5746	Van	['I_PER_17']	['I_PER_144']
5747	Heuven	['I_PER_17']	['I_PER_144']
5748	(	['']	[]
5749	PvdD	['']	[]
5750	)	['']	[]
5751	vraagt	['']	[]
5752	welke	['']	[]
5753	doelstelling	['']	[]
5754	het	['']	[]
5755	plan	['']	[]
5756	zal	['']	[]
5757	hebben	['']	[]
5758	.	['']	[]
5759	In	['']	[]
5760	de	['']	[]
5761	commissie	['']	[]
5762	,	['']	[]
5763	en	['']	[]
5764	ook	['']	[]
5765	zojuist	['']	[]
5766	weer	['']	[]
5767	,	['']	[]
5768	zwakte	['']	[]
5769	de	['']	[]
5770	wethouder	['']	[]
5771	de	['']	[]
5772	oorspronkelijke	['']	[]
5773	doelstellingen	['']	[]
5774	een	['']	[]
5775	beetje	['']	[]
5776	af	['']	[]
5777	.	['']	[]
5778	Met	['']	[]
5779	motie	['']	[]
5780	230	['']	[]
5781	wordt	['']	[]
5782	juist	['']	[]
5783	getracht	['']	[]
5784	de	['']	[]
5785	oorspronkelijke	['']	[]
5786	doelstelling	['']	[]
5787	te	['']	[]
5788	handhaven	['']	[]
5789	.	['']	[]
5790	De	['B_PER_53']	[]
5791	heer	['I_PER_53']	['B_PER_145']
5792	De	['I_PER_53']	['I_PER_145']
5793	Vries	['I_PER_53']	['I_PER_145']
5794	(	['']	[]
5795	wethouder	['']	[]
5796	)	['']	[]
5797	antwoordt	['']	[]
5798	dat	['']	[]
5799	nu	['']	[]
5800	eerst	['']	[]
5801	zal	['']	[]
5802	moeten	['']	[]
5803	worden	['']	[]
5804	bekeken	['']	[]
5805	in	['']	[]
5806	hoeverre	['']	[]
5807	de	['']	[]
5808	doelstellingen	['']	[]
5809	haalbaar	['']	[]
5810	en	['']	[]
5811	betaalbaar	['']	[]
5812	zijn	['']	[]
5813	.	['']	[]
5814	Uitvoering	['']	[]
5815	van	['']	[]
5816	motie	['']	[]
5817	230	['']	[]
5818	kost	['']	[]
5819	geld	['']	[]
5820	,	['']	[]
5821	dat	['']	[]
5822	eerst	['']	[]
5823	vrijgemaakt	['']	[]
5824	zal	['']	[]
5825	moeten	['']	[]
5826	worden	['']	[]
5827	.	['']	[]
5828	Hij	['B_PER_53']	[]
5829	kan	['']	[]
5830	op	['']	[]
5831	dit	['']	[]
5832	moment	['']	[]
5833	dus	['']	[]
5834	niet	['']	[]
5835	met	['']	[]
5836	de	['']	[]
5837	motie	['']	[]
5838	meegaan	['']	[]
5839	.	['']	[]
5840	De	['']	[]
5841	panden	['']	[]
5842	waar	['']	[]
5843	de	['']	[]
5844	gemeente	['']	[]
5845	zelf	['']	[]
5846	huurder	['']	[]
5847	van	['']	[]
5848	is	['']	[]
5849	,	['']	[]
5850	kunnen	['']	[]
5851	nu	['']	[]
5852	al	['']	[]
5853	worden	['']	[]
5854	aangepakt	['']	[]
5855	.	['']	[]
5856	De	['']	[]
5857	huurders	['']	[]
5858	worden	['']	[]
5859	in	['']	[]
5860	het	['']	[]
5861	proces	['']	[]
5862	meegenomen	['']	[]
5863	en	['']	[]
5864	actief	['']	[]
5865	geïnformeerd	['']	[]
5866	,	['']	[]
5867	omdat	['']	[]
5868	die	['']	[]
5869	het	['']	[]
5870	heel	['']	[]
5871	moeilijk	['']	[]
5872	zullen	['']	[]
5873	krijgen	['']	[]
5874	.	['']	[]
5875	De	['']	[]
5876	suggestie	['']	[]
5877	van	['']	[]
5878	de	['']	[]
5879	PvdA-fractie	['']	[]
5880	inzake	['']	[]
5881	de	['']	[]
5882	jaarlijkse	['']	[]
5883	update	['']	[]
5884	van	['']	[]
5885	de	['']	[]
5886	uitvoering	['']	[]
5887	van	['']	[]
5888	de	['']	[]
5889	aanbevelingen	['']	[]
5890	kan	['']	[]
5891	hij	['']	[]
5892	overnemen	['']	[]
5893	.	['']	[]
5894	Hij	['B_PER_53']	[]
5895	zegt	['']	[]
5896	toe	['']	[]
5897	dat	['']	[]
5898	de	['']	[]
5899	raad	['']	[]
5900	jaarlijks	['']	[]
5901	zal	['']	[]
5902	worden	['']	[]
5903	geïnformeerd	['']	[]
5904	.	['']	[]
5905	In	['']	[]
5906	Q2	['']	[]
5907	2023	['']	[]
5908	zal	['']	[]
5909	worden	['']	[]
5910	gestart	['']	[]
5911	met	['']	[]
5912	de	['']	[]
5913	aanbevelingen	['']	[]
5914	.	['']	[]
5915	De	['B_PER_63']	[]
5916	heer	['I_PER_63']	['B_PER_146']
5917	Keulen	['I_PER_63']	['I_PER_146']
5918	(	['']	[]
5919	lid	['']	[]
5920	Rekenkamer	['']	[]
5921	)	['']	[]
5922	gaat	['']	[]
5923	in	['']	[]
5924	op	['']	[]
5925	de	['']	[]
5926	vraag	['']	[]
5927	van	['']	[]
5928	D66	['']	[]
5929	of	['']	[]
5930	het	['']	[]
5931	wellicht	['']	[]
5932	handiger	['']	[]
5933	is	['']	[]
5934	om	['']	[]
5935	niet	['']	[]
5936	vast	['']	[]
5937	te	['']	[]
5938	houden	['']	[]
5939	aan	['']	[]
5940	de	['']	[]
5941	onderhoudscyclus	['']	[]
5942	,	['']	[]
5943	maar	['']	[]
5944	die	['']	[]
5945	te	['']	[]
5946	doorbreken	['']	[]
5947	en	['']	[]
5948	met	['']	[]
5949	kleine	['']	[]
5950	aanpassingen	['']	[]
5951	snel	['']	[]
5952	resultaat	['']	[]
5953	te	['']	[]
5954	boeken	['']	[]
5955	.	['']	[]
5956	Dat	['']	[]
5957	zou	['']	[]
5958	heel	['']	[]
5959	goed	['']	[]
5960	kunnen	['']	[]
5961	,	['']	[]
5962	maar	['']	[]
5963	dat	['']	[]
5964	vraagt	['']	[]
5965	wel	['']	[]
5966	iets	['']	[]
5967	.	['']	[]
5968	Men	['']	[]
5969	kan	['']	[]
5970	pas	['']	[]
5971	dit	['']	[]
5972	soort	['']	[]
5973	stappen	['']	[]
5974	nemen	['']	[]
5975	-	['']	[]
5976	dat	['']	[]
5977	staat	['']	[]
5978	ook	['']	[]
5979	centraal	['']	[]
5980	in	['']	[]
5981	het	['']	[]
5982	rapport	['']	[]
5983	-	['']	[]
5984	als	['']	[]
5985	er	['']	[]
5986	daadwerkelijk	['']	[]
5987	inzicht	['']	[]
5988	is	['']	[]
5989	in	['']	[]
5990	de	['']	[]
5991	Raadsvergadering	['']	[]
5992	van	['']	[]
5993	15	['']	[]
5994	september	['']	[]
5995	2022	['']	[]
5996	12	['']	[]
5997	beschikbare	['']	[]
5998	middelen	['']	[]
5999	en	['']	[]
6000	in	['']	[]
6001	de	['']	[]
6002	stappen	['']	[]
6003	die	['']	[]
6004	men	['']	[]
6005	wil	['']	[]
6006	gaan	['']	[]
6007	zetten	['']	[]
